id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,
700,15,607,216453,913,118,11,164,-6822,1,69,124677,4.0,517,1,Baby Blue,Badfinger,
701,0.0193,751,211825,882,0.0,1,0.15,-5605,1,0.0819,140103,4.0,657,1,Dip,Danny Brown,
702,0.32,723,210880,848,0.0,5,144,-7.11,1,0.0833,116021,4.0,261,1,25 Bucks [feat. Purity Ring],Danny Brown,
703,0.00152,626,299383,888,0.0551,9,243,-4981,0,0.0461,126976,4.0,728,1,Fascism,Sam Sparro,
704,0.00723,743,259683,633,0.0,9,246,-8224,1,235,85041,4.0,398,1,Marc Jacobs,Riff Raff,
705,224,752,437293,767,931,5,0.0833,-8022,0,0.0469,117973,4.0,564,1,One Of Us - Original Mix,Iron Galaxy & Sexlife,
706,0.000768,0.66,214636,763,0.0389,4,0.0637,-6832,0,0.0636,137932,4.0,661,1,Can We Go Up?,Paper Diamond,
707,0.00144,211,162436,963,0.000732,7,162,-4061,1,118,128113,3.0,395,1,This Lonely Morning,Best Coast,
708,0.0252,528,290933,514,0.0894,2,0.0725,-11909,1,133,122872,4.0,428,1,Time Has Come Today,The Chambers Brothers,
709,4.91e-05,442,207027,797,293,1,0.0749,-7352,1,0.0349,135018,4.0,274,1,Sad Eyes,Crystal Castles,
710,0.0468,876,170480,716,0.000482,1,0.0667,-6884,1,135,131942,4.0,758,1,Wearing My Rolex - Radio Edit,Wiley,
711,0.00174,0.67,174122,848,0.00168,0,385,-5103,0,0.0537,124029,4.0,0.46,1,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont,
712,268,237,311680,0.89,843,5,122,-7445,1,0.0599,169792,4.0,308,1,Stoned and Starving,Parquet Courts,
713,0.0438,0.59,453949,721,0.0155,11,352,-8.32,0,0.0317,111524,4.0,663,1,Reflektor,Arcade Fire,
714,0.000334,907,183581,616,425,6,0.11,-7073,0,0.0577,124036,4.0,614,1,Jack,Breach,
715,0.0175,764,198907,547,0.000161,0,0.23,-8.6,1,0.0576,89993,4.0,404,1,Tennis Court,Lorde,
716,0.0426,667,280080,465,0.00649,8,465,-8096,1,0.0339,123883,4.0,338,1,Primetime (feat. Miguel),Janelle Monáe,
717,0.00349,772,227880,407,2.4e-05,6,0.0705,-7442,0,0.0907,100006,4.0,287,1,"Hold On, We're Going Home",Drake,
718,717,345,237973,313,0.000822,4,0.1,-10098,1,0.0681,207969,4.0,166,1,Hannah Hunt,Vampire Weekend,
719,0.0151,502,255632,732,0.000119,1,0.0897,-5.45,1,168,122025,4.0,529,1,Latch,Disclosure,
720,0.03,0.35,313707,844,0.0,1,177,-4161,0,0.0438,114.64,4.0,107,1,Play by Play,Autre Ne Veut,
721,344,0.69,237040,737,0.0,1,243,-4123,1,0.0363,115.02,4.0,821,1,I Blame Myself,Sky Ferreira,
722,278,716,205800,568,1.98e-06,2,385,-8904,1,212,136894,4.0,915,1,Sunday,Earl Sweatshirt,
723,591,624,251627,724,7.79e-06,10,101,-7113,1,101,78008,4.0,0.62,1,Step,Vampire Weekend,
724,189,0.74,261360,798,0.00128,0,305,-6.55,1,146,119964,4.0,574,1,You're Not Good Enough,Blood Orange,
725,0.0543,0.81,527705,949,957,2,155,-8732,1,0.0428,121971,4.0,778,1,Strandbar (disko),Todd Terje,
726,886,574,217053,324,0.0817,0,0.28,-10993,1,0.0307,91007,4.0,226,1,Open,Rhye,
727,76,741,257733,894,4.89e-05,2,0.0835,-5648,1,69,111969,4.0,0.31,1,Falling,HAIM,
728,0.00963,667,277688,848,0.000213,10,317,-6164,0,0.05,119975,4.0,895,1,White Noise,Disclosure,
729,0.000195,122,377177,913,713,11,269,-5815,0,0.0499,185906,4.0,0.0957,1,Bumpy Road,Destruction Unit,
730,0.0715,869,275867,712,0.0,9,272,-6136,1,103,120.0,4.0,458,1,Shabba,A$AP Ferg,
731,0.0246,841,283693,733,0.0,1,174,-5077,1,142,130009,4.0,291,1,Work REMIX,A$AP Ferg,
732,0.0116,816,224853,543,0.0,0,0.13,-6923,1,238,95.04,4.0,373,1,Dope,Tyga,
733,649,288,171620,394,712,7,145,-14352,1,0.0399,151632,3.0,0.0733,1,Here Comes The Night Time II,Arcade Fire,
734,0.0392,0.57,405213,742,177,6,0.0993,-12475,1,0.0366,127193,4.0,39,1,Warm In The Winter,Glass Candy,
735,0.00626,807,442213,634,0.0288,11,0.0442,-9035,1,0.0727,94242,4.0,674,1,Don't Let It Get to Your Head,Black Harmony,
736,0.0086,656,224286,787,0.0923,8,376,-5.01,1,43,94495,4.0,0.0933,1,We Fall Down,ASTR,
737,0.0152,333,264384,789,0.0,6,0.0639,-5784,1,0.0782,82.66,4.0,338,1,R U With Me,ASTR,
738,64,652,224685,744,2.87e-05,7,342,-4098,0,0.0378,123006,4.0,488,1,Blue Hawaii,ASTR,
739,0.000986,771,218356,857,0.0161,8,323,-6114,0,102,108.03,4.0,0.66,1,Razor,ASTR,
740,949,619,240707,324,5.42e-05,9,114,-10146,0,0.0271,111927,4.0,0.0968,1,Stay,Rihanna,
741,0.000483,701,224200,829,0.00223,6,0.14,-5749,0,0.0513,132349,4.0,501,1,The Sound Of San Francisco - Progressive Album Mix,Global Deejays,
742,503,683,250653,478,5.26e-05,2,113,-12501,1,0.0356,115121,4.0,771,1,Sunshine Of Your Love,Cream,
743,364,507,180000,0.63,0.0127,4,293,-8746,1,0.0355,130141,4.0,559,1,Somebody to Love,Jefferson Airplane,
744,514,529,178507,645,0.00821,7,113,-8158,1,0.0265,112575,4.0,464,1,San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie,
745,351,561,155040,329,0.0311,2,116,-12.68,1,0.0282,105029,4.0,297,1,White Rabbit,Jefferson Airplane,
746,0.000294,827,352341,462,543,8,0.0886,-10673,1,0.0623,123994,4.0,341,1,Pleasure Power (DJ Smash Disco Remix),Afrolicious,
747,134,359,229147,662,0.0,1,0.0907,-2843,1,0.0466,152096,4.0,296,1,Bound 2,Kanye West,
748,0.00969,589,323480,621,0.00104,5,181,-6902,0,0.0468,140.03,4.0,398,1,Drunk in Love,Beyoncé,
749,7.59e-05,597,343878,839,825,7,0.55,-6964,1,0.0377,108993,4.0,199,1,Viol - Original Mix,Gesaffelstein,
750,0.00778,677,256133,0.64,477,11,93,-6408,0,0.0428,110639,4.0,912,1,Good Mistake,Mr Little Jeans,
751,0.0261,556,260147,722,0.0163,9,166,-9541,1,0.0475,130028,4.0,508,1,Runaway,Mr Little Jeans,
752,0.0416,348,223227,856,0.0,2,203,-3216,0,0.0979,188046,4.0,261,1,Fall In Love,Phantogram,
753,0.00207,468,235920,971,0.00329,1,146,-3382,0,0.0609,92003,4.0,814,1,You’re Not The One,Sky Ferreira,
754,162,529,230213,0.95,0.00199,9,616,-3446,1,56,119964,4.0,456,1,Sacrilege,Yeah Yeah Yeahs,
755,0.0233,824,299960,572,8.19e-06,11,208,-4868,1,0.0652,153977,4.0,669,1,Collard Greens,ScHoolboy Q,
756,0.37,645,272453,836,0.0,2,125,-7.23,0,159,123966,4.0,176,1,Hell Of A Night,ScHoolboy Q,
757,0.00392,683,201987,692,0.000441,9,105,-7189,0,0.0396,103848,4.0,593,1,1977,Ana Tijoux,
758,0.14,0.85,220347,534,0.000893,1,313,-5278,1,322,98004,4.0,963,1,Latino & Proud,DJ Raff,
759,0.0796,868,342773,627,0.0,1,0.0983,-4843,0,116,131097,4.0,314,1,Move That Dope,Future,
760,0.00135,702,218483,0.74,896,5,0.0481,-5949,0,173,145.05,4.0,583,1,Slasherr,Rustie,
761,858,741,227627,449,0.000522,5,133,-6621,1,0.0583,95108,4.0,444,1,Outlines,AlunaGeorge,
762,464,655,190330,704,877,0,134,-10341,0,0.0413,99.96,4.0,696,1,Platoon,Jungle,
763,0.00539,749,216013,857,0.0,3,192,-5.24,1,0.0435,111906,4.0,355,1,Man Of The Year,ScHoolboy Q,
764,0.00011,742,449499,965,607,1,0.0703,-8291,0,0.0538,123.04,4.0,391,1,Spacer Woman - Vocal,Charlie,
765,0.000595,805,445417,0.79,889,0,0.0296,-7.93,1,0.0577,122994,4.0,533,1,Nobody Else - Original Mix,Dusky,
766,421,876,240000,675,1.16e-06,3,0.0667,-3.28,0,146,135959,4.0,618,1,Stoner,Young Thug,
767,0.00767,541,308360,982,0.000765,2,291,-4908,1,107,104.03,4.0,721,1,Elevate,St. Lucia,
768,112,857,223784,981,0.000157,8,0.0875,-4223,1,0.12,148009,4.0,709,1,Independent - House Remix,Hoodfellas,
769,0.000518,771,393387,963,901,11,147,-7294,1,0.0363,124.0,4.0,591,1,Au Seve,Julio Bashmore,
770,0.0235,761,387774,478,0.00972,4,0.0458,-7437,0,0.0545,118925,4.0,948,1,Synchronize,Discodeine,
771,0.00204,805,285015,879,595,6,0.0578,-5747,1,0.0521,123013,4.0,713,1,Don't Miss,The Alexanders,
772,0.00118,682,295020,953,622,11,256,-3873,0,0.0474,124996,4.0,324,1,Coucou disco,Dim Sum,
773,0.000725,801,315001,718,0.91,0,0.0747,-6246,1,0.0746,123999,4.0,817,1,Vowel Play - Original,Them Jeans,
774,0.00188,661,311920,837,0.0,5,362,-3.78,0,114,102831,4.0,615,1,The Devil Is A Lie,Rick Ross,
775,0.0454,895,194133,783,0.0,6,137,-4983,1,102,147.65,4.0,696,1,North North,Project Pat,
776,548,706,206148,707,0.000313,0,0.1,-5212,0,0.0351,144877,4.0,246,1,Temporary View,SBTRKT,
777,0.15,516,210680,718,0.0163,5,167,-8571,0,257,129857,4.0,0.58,1,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,
778,106,653,184538,781,568,0,596,-7433,1,0.0376,101029,4.0,0.49,1,Accelerate,Jungle,
779,763,707,275227,709,0.0,11,274,-3979,0,0.34,89094,4.0,497,1,0 To 100 / The Catch Up,Drake,
780,0.0505,794,194561,0.51,1.81e-06,9,0.0562,-7314,1,0.42,167879,4.0,189,1,Hot N*gga,Bobby Shmurda,
781,394,484,160187,265,0.0,0,149,-11101,1,0.0322,113564,3.0,282,1,You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers,
782,0.000599,487,324807,0.68,0.0339,7,144,-8497,0,0.0408,94.46,3.0,76,1,Your Soul,Hippie Sabotage,
783,0.0126,0.6,588520,811,0.05,8,969,-10199,0,102,100894,4.0,372,1,dance yrself clean - live at madison square garden,LCD Soundsystem,
784,713,628,303560,575,0.00233,10,0.0635,-11591,0,0.0588,108166,4.0,182,1,Running Up That Hill (A Deal With God),Kate Bush,
785,0.0323,227,230373,635,125,7,117,-9169,1,0.0754,170179,4.0,0.36,1,High Ball Stepper,Jack White,
786,768,275,283872,216,897,5,0.0832,-13818,1,0.0345,116388,4.0,176,1,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,
787,0.00416,644,211200,848,0.0168,4,0.0629,-4952,0,0.0511,99989,4.0,302,1,All We Need (feat. Shy Girls),ODESZA,
788,0.00692,564,212986,846,0.00175,4,0.0452,-5897,0,0.0437,122035,4.0,695,1,Catamaran,Allah-Las,
789,712,277,235747,0.29,0.0459,1,228,-8541,1,0.0332,71302,4.0,0.0576,1,Fool,Perfume Genius,
790,296,609,291092,909,0.0785,5,262,-7302,0,0.0921,114019,4.0,416,1,Bulbform,TR/ST,
791,0.000563,417,167091,0.73,3.31e-06,5,0.0766,-6774,1,0.0363,81179,4.0,0.44,1,Passing Out Pieces,Mac Demarco,
792,0.36,784,212154,649,0.000684,0,115,-6905,1,292,140203,4.0,503,1,Tuesday,ILoveMakonnen,
793,0.0674,289,149013,942,917,2,405,-3207,1,0.0519,137281,4.0,302,1,Drop Dead Baby,Ty Segall,
794,0.00342,313,155013,893,0.0,11,0.0877,-3891,0,0.0463,127.11,4.0,709,1,My Sunshine,Ty Segall,
795,0.000588,803,426850,769,0.9,6,0.0683,-7025,1,0.0561,122992,4.0,0.17,1,BIG Fun - Full Intention 88 Remix,Inner City,
796,0.0421,895,232533,517,9.72e-06,2,0.0511,-9972,1,101,141536,4.0,961,1,Natty Dread A Weh She Want,Horace Andy,
797,0.0326,598,228707,885,0.00265,8,107,-3992,0,0.0383,87914,4.0,593,1,DLZ,TV On The Radio,
798,123,749,258773,855,164,1,329,-10105,1,406,128339,4.0,0.61,1,Whatcha Gonna Do,Koopsta Knicca,
799,0.0625,758,252333,629,0.000144,7,109,-8283,0,106,112575,3.0,0.26,1,18 With A Bullet,Pete Wingfield,
800,602,746,190733,484,0.00824,1,0.0576,-9614,1,0.0434,97923,4.0,596,1,The Boss,James Brown,
801,0.00234,191,194400,979,283,7,617,-3402,1,191,179236,4.0,313,1,Drifting In And Out,Porcelain Raft,
802,0.0389,856,194747,719,9.03e-06,10,0.0935,-6519,0,0.0746,146032,4.0,369,1,Made Me,Snootie Wild,
803,605,583,263397,515,0.000691,11,0.0931,-9283,0,0.0571,115732,4.0,621,1,Way to be Loved,TOPS,
804,0.00042,0.22,82893,0.94,0.000541,0,0.0926,-2397,1,0.0511,83072,4.0,0.72,1,Just Wanna Love You Girl,Epsilons,
805,464,535,178867,0.91,9.32e-05,10,0.0745,-4827,1,0.0328,111027,4.0,956,1,Be Brave,The Strange Boys,
806,619,722,175867,0.28,0.0786,10,141,-13483,0,0.0583,66711,4.0,466,1,Tupelo (Pt. 1) - Single Version,Albert King,
807,0.0758,747,229640,894,897,1,0.0918,-5226,1,0.0961,90493,4.0,0.57,1,Candyman,Cornershop,
808,565,0.63,247293,374,0.00146,5,107,-11305,1,177,166999,4.0,573,1,Somebody Was Watching,Pops Staples,
809,615,508,174067,247,0.0352,0,166,-15432,0,0.0748,200749,3.0,484,1,Tupelo - Part 1,Pop Staples,
810,207,0.54,360867,0.21,0.0765,0,334,-18687,0,0.0461,103081,3.0,411,1,Tupelo,Steve Cropper,
811,114,665,216728,513,303,0,122,-7314,1,331,100344,3.0,0.0373,1,"Damn Son, Where'd You Find This? - Future of TRAP Mix",Trendsetter,
812,0.00884,0.51,286290,603,286,9,0.0569,-6949,0,174,139876,4.0,94,1,I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,Trendsetter,
813,114,665,216728,513,303,0,122,-7314,1,331,100344,3.0,0.0373,1,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus,
814,0.000321,647,369235,793,833,3,401,-7416,0,0.0454,130007,4.0,188,1,Work - The Advent & Spiriakos Remix,ZZT,
815,612,649,175733,406,0.0,2,103,-10.43,1,0.0803,110091,3.0,478,1,Mannish Boy,Muddy Waters,
816,172,683,315094,805,0.000231,5,357,-5.24,1,353,123658,4.0,836,1,Holding On,Disclosure,
817,0.99,148,175173,31,595,2,0.12,-25756,0,0.0365,141.84,3.0,0.0638,1,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt,
818,227,873,165544,504,0.0,0,121,-5.39,1,166,145995,4.0,647,1,My Main,Mykfresh,
819,0.00497,376,825027,801,149,2,683,-10662,0,0.0474,152826,4.0,807,1,Southern Man - Live,"Crosby, Stills, Nash & Young",
820,0.0113,523,203046,863,204,8,113,-4975,0,0.0553,124046,4.0,428,1,Won't Look Back,Duke Dumont,
821,0.0226,586,214227,892,0.00827,11,0.17,-4937,0,0.0574,132048,4.0,523,1,Chrome Knight - Feat. Chromeo,Surkin,
822,666,827,202360,503,443,1,123,-11007,1,0.0352,119.35,4.0,0.94,1,Black Boy,Pops Staples,
823,0.11,589,382733,616,204,5,0.0721,-9475,0,0.0312,96616,4.0,869,1,Give Me The Sunshine,Leo's Sunshipp,
824,391,702,311892,495,0.8,0,112,-11645,0,0.0493,78507,4.0,292,1,Motherless Child,Romare,
825,0.0975,582,252038,875,912,0,143,-6912,1,0.0513,113036,4.0,358,1,Giudecca,Ghost Culture,
826,0.0169,374,293851,853,2.72e-05,11,322,-3571,0,295,200035,4.0,422,1,Living Every Dream,Antwon,
827,0.0339,422,259301,851,0.0,11,152,-4031,1,0.0398,93649,4.0,667,1,Easy Rider,Action Bronson,
828,127,474,271822,837,0.0197,5,169,-6503,1,0.0514,165844,4.0,243,1,Nissim,The Gaslamp Killer,
829,0.13,0.61,178560,672,0.00283,7,109,-7436,0,305,129986,4.0,925,1,Topless,Orlando Julius,
830,597,571,207360,836,0.0108,10,106,-6906,0,215,93641,4.0,0.54,1,Breakthrough,The Funkees,
831,0.0672,802,451341,872,0.0197,5,0.0941,-6346,0,0.0557,117005,4.0,0.68,1,Stand Up - Tiger & Woods Remix,Pitchben,
832,218,793,194240,607,4.95e-06,4,348,-6488,0,0.0821,140992,4.0,0.16,1,Blow a Bag,Future,
833,0.0319,846,328962,472,0.0398,0,0.1,-9.13,0,0.0662,124984,4.0,671,1,Ain't got nobody,Sísý Ey,
834,269,575,302987,641,0.0121,6,211,-8105,0,0.0325,91714,4.0,901,1,I Want'a Do Something Freaky To You,Leon Haywood,
835,0.000997,787,484853,916,811,0,0.0588,-8542,0,47,116007,4.0,507,1,I Got a Feeling,Shit Robot,
836,304,614,218413,575,0.0116,5,108,-5819,0,0.0285,150009,4.0,284,1,Standard,Empress Of,
837,103,835,389508,481,0.81,8,113,-9606,1,136,121993,4.0,304,1,What I Might Do - Club Mix,Ben Pearce,
838,201,696,398747,852,0.00125,4,0.0736,-4281,0,0.0373,128.28,4.0,971,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang,
839,611,597,172667,0.71,0.0,5,104,-9798,1,0.0378,150.13,4.0,767,1,Do You Love Me,The Contours,
840,0.0185,609,377893,664,0.0195,7,105,-9116,0,0.0472,105976,4.0,0.0944,1,Too Bad I Have To Destroy You Now,Kid Cudi,
841,737,571,176800,839,0.0281,3,195,-5799,0,0.0517,127356,4.0,813,1,Louie Louie,The Sonics,
842,229,494,147893,666,5.69e-05,9,0.0469,-9743,0,0.0351,140832,4.0,704,1,Heart Full of Soul,The Yardbirds,
843,236,347,150627,638,0.0,2,0.0894,-10258,1,0.0409,94506,4.0,594,1,For Your Love,The Yardbirds,
844,436,684,250000,486,9.77e-05,2,0.12,-12521,1,0.0385,115076,4.0,821,1,Sunshine Of Your Love,Cream,
845,0.000641,787,520311,679,912,7,0.0618,-12377,1,0.0534,117501,3.0,214,1,Taifa - The Emperor Machine Mix,Partial Arts,
846,0.00254,696,502888,643,834,7,276,-10124,1,0.0407,117514,4.0,537,1,Taifa,Partial Arts,
847,0.0043,894,376000,676,348,8,425,-9707,1,0.0979,121.0,4.0,715,1,Make It,Patrick Di Stefano,
848,0.00524,0.81,418187,547,854,10,101,-12295,0,0.0558,120752,4.0,817,1,Face It,Master C & J,
849,0.0263,739,257600,878,407,6,0.0477,-5464,0,0.0788,126705,4.0,855,1,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest,
850,0.000173,641,262000,954,425,5,0.0535,-6765,0,0.0589,122.79,4.0,827,1,Supernature - Edit,Cerrone,
851,136,829,321067,0.65,2.15e-05,10,0.15,-9691,1,0.06,108398,4.0,744,1,I'll Be Good,Rene & Angela,
852,0.00479,777,318470,671,0.0244,11,286,-7803,0,0.0386,123974,4.0,482,1,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore,
853,271,567,336800,851,0.0,1,569,-5897,1,484,80935,4.0,598,1,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,
854,934,0.44,254360,433,811,2,273,-17453,0,0.0412,79952,4.0,217,1,Episode I - Duel of The Fates,John Williams,
855,813,745,132947,544,0.0,5,0.0975,-9137,0,0.0654,125345,4.0,776,1,Three Cool Cats,The Coasters,
856,0.00113,616,200800,943,1.67e-06,1,346,-5305,0,0.0444,129963,4.0,802,1,Mercy,The Third Degree,
857,557,462,176147,714,0.000881,1,0.0368,-8772,1,0.0386,144952,4.0,375,1,Do I Love You?,The Ronettes,
858,916,334,700027,265,837,2,168,-17219,1,0.0477,113.12,4.0,0.0549,1,Night on Bald Mountain,Modest Mussorgsky,
859,0.00325,686,280480,0.61,0.000123,5,0.0984,-7952,0,0.0297,143598,4.0,861,1,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo,
860,517,691,445227,714,0.0164,1,178,-9694,1,46,91045,4.0,0.96,1,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,
861,292,592,265827,688,268,6,0.0508,-14107,1,115,102099,4.0,927,1,Ole,The Funkees,
862,0.0164,653,373333,875,0.0311,9,377,-5232,1,125,116956,4.0,796,1,Greetings,Joni Haastrup,
863,0.0314,0.86,304138,857,0.38,6,0.0694,-4.23,1,0.0933,121999,4.0,826,1,5thep,Todd Osborn,
864,0.0114,682,319760,0.78,735,7,0.0862,-9948,1,0.0538,115564,4.0,334,1,Cavern,Liquid Liquid,
865,0.0491,703,194147,464,0.0,6,146,-5977,0,118,95012,4.0,689,1,Your Love,Mick Jenkins,
866,895,444,151092,412,0.64,0,145,-11569,1,0.0465,184012,3.0,364,1,Sleepwalk,Santo & Johnny,
867,0.0624,476,309064,571,353,5,349,-7223,0,55,141221,5.0,419,1,What I Might Do - Kilter Remix,Ben Pearce,
868,0.000286,313,309524,872,2.26e-05,1,0.15,-5058,0,0.0733,122362,4.0,389,1,Waiting Around For Grace,Pond,
869,4.19e-05,636,326129,864,887,5,104,-9618,0,44,123972,4.0,611,1,Nobodys Fool - Ben Pearce Remix,Real Connoisseur,
870,0.0983,632,342173,586,581,0,0.0535,-11333,1,0.0284,114243,4.0,889,1,Smoke On The Water,Deep Purple,
871,314,0.43,193427,734,0.000286,9,0.0808,-10043,0,102,133992,4.0,0.0537,1,Able to See Me,Hippie Sabotage,
872,809,833,186567,684,0.0,7,0.0952,-6325,1,43,112.7,4.0,954,1,Oogum Boogum Song,Brenton Wood,
873,723,688,427227,421,625,11,0.0734,-9015,0,0.0445,138.0,4.0,0.63,1,The Gaudy Side of Town,Gayngs,
874,577,438,290587,404,759,4,0.0767,-11815,0,0.0389,137895,4.0,134,1,The Walker,Gayngs,
875,0.59,789,219129,698,802,7,0.11,-7842,1,0.0304,120961,4.0,713,1,Ultimate Painting,Ultimate Painting,
876,156,819,214154,671,0.000136,5,0.2,-6947,0,393,129921,4.0,555,1,Agorinha,Sango,
877,887,366,210400,407,263,2,114,-10047,1,0.0265,148436,3.0,352,1,I'm Glad,Captain Beefheart & His Magic Band,
878,149,0.71,255333,959,2.1e-05,1,336,-6697,0,209,108006,4.0,492,1,Apollo Throwdown (Star Slinger Remix),The Go! Team,
879,0.00727,582,302120,734,202,6,0.76,-6987,0,0.0675,127071,4.0,638,1,Boys Life,Small Black,
880,349,545,212147,507,2.92e-06,0,157,-7534,0,0.0392,124311,4.0,685,1,Dirt And Grime,Fathers Children,
881,4.61e-06,479,230560,854,5.72e-05,11,372,-6101,1,0.0405,136067,4.0,0.55,1,Pedestrian at Best,Courtney Barnett,
882,0.0175,564,220573,737,0.0,9,54,-4079,1,0.0414,104764,4.0,231,1,Middle,DJ Snake,
883,198,0.89,326318,0.52,273,2,0.0638,-6927,0,187,114959,4.0,717,1,Something About You - Extended Mix,Hayden James,
884,0.00543,363,178772,755,0.00105,1,84,-6654,0,0.12,114407,4.0,736,1,Only You,Mac Demarco,
885,101,867,302880,669,683,9,0.0583,-7897,0,0.0573,121.99,4.0,696,1,The One,ZHU,
886,612,0.59,219560,578,0.000162,10,0.0837,-5798,0,0.0528,81663,4.0,262,1,Way Down We Go,Kaleo,
887,0.000825,832,365747,496,825,11,114,-10601,0,0.0597,117741,4.0,854,1,Deeper Than Love,Colleen Green,
888,478,839,181260,585,0.00281,2,0.0435,-7738,1,153,89821,4.0,894,1,Back Pocket,Vulfpeck,
889,0.0716,447,156467,416,0.00426,9,125,-12181,0,0.0258,103068,4.0,309,1,All I Wanna Do,The Beach Boys,
890,0.0328,598,260400,657,2.72e-05,8,172,-7466,1,0.0386,114969,4.0,0.2,1,Water,Jamaican Queens,
891,0.0664,643,335399,889,884,3,0.0904,-7043,0,0.0499,131999,4.0,658,1,You,Ejeca,
892,0.00324,746,383107,613,672,7,167,-10104,1,0.0475,125317,4.0,627,1,Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald,
893,0.000624,906,311365,648,0.0857,11,272,-8742,0,0.0734,123.98,4.0,646,1,Jack,Breach,
894,0.000334,907,183581,616,425,6,0.11,-7073,0,0.0577,124036,4.0,614,1,Jack,Breach,
895,331,578,237672,633,0.0,8,635,-10117,0,279,101534,4.0,635,1,Mary Jane (Jamie Xx - Girl Remix),Jamie xx,
896,0.00431,808,362282,916,598,10,0.0445,-4.54,1,0.0635,121.99,4.0,0.69,1,Chunky - Club Mix,Format:B,
897,0.0252,745,272677,894,878,8,137,-4721,0,0.0448,127.99,4.0,0.49,1,One Who Lost,DJ Dodger Stadium,
898,0.0125,634,405933,858,0.84,1,0.0984,-11661,1,0.0417,123991,4.0,233,1,Delorean Dynamite,Todd Terje,
899,198,603,145773,921,0.00035,5,133,-3555,0,0.0931,122978,4.0,814,1,Do You Want a Man - Heaven & Hell Remix,William Onyeabor,
900,0.00166,587,205307,841,0.53,11,117,-5079,0,0.0476,142.95,4.0,696,1,Celebrando,CLUBZ,
901,0.0289,0.93,204992,483,0.00244,3,103,-9925,1,0.0411,120022,4.0,577,1,No Eyes (Radio Edit),Claptone,
902,0.0124,585,264000,0.62,0.0164,6,135,-9075,1,0.0538,80021,4.0,715,1,Fanfare,Magic City Hippies,
903,0.0245,803,316373,427,405,8,0.0953,-10819,1,0.0509,118008,4.0,451,1,Dorothy,Polo & Pan,
904,411,757,199200,868,0.00221,9,355,-9326,1,62,138923,4.0,787,1,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,
905,157,729,267000,818,285,2,195,-9992,1,0.0732,125811,4.0,909,1,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,
906,2.6e-05,0.76,272082,669,76,11,0.0666,-8583,1,0.0521,122007,4.0,683,1,Paris Groove (Original Mix),Boston Bun,
907,0.000885,0.79,312000,427,446,11,0.0514,-11361,0,0.0541,116986,4.0,961,1,Nothing,HNNY,
908,207,786,206081,963,0.0012,9,169,-2.84,0,127,94.63,4.0,0.9,1,Hey DJ,Worlds Famous Supreme Team,
909,242,708,196000,441,0.000147,11,0.0899,-12931,1,196,125191,4.0,717,1,Tighten Up - Pt. 1,Archie Bell & The Drells,
910,643,729,261853,666,135,5,0.0947,-10721,1,0.0525,109554,4.0,872,1,Ohye Atar Gyan,Ebo Taylor,
911,312,0.76,370813,636,534,8,0.0622,-11605,1,0.0902,99223,4.0,682,1,Heaven,Ebo Taylor,
912,847,661,128053,0.76,334,9,137,-9509,1,0.0918,111165,4.0,975,1,I'm Walkin' - 2002 Digital Remaster,Fats Domino,
913,0.00428,704,405560,895,0.28,10,267,-7.81,1,0.0647,118662,4.0,865,1,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,
914,0.0154,606,195307,913,905,9,326,-7865,1,0.0417,146.15,4.0,0.82,1,Dreams Never End - 2015 Remastered Version,New Order,
915,0.00207,587,546467,915,579,4,136,-8307,0,0.0404,128004,4.0,539,1,Plastic - Extended Mix,New Order,
916,0.16,0.66,172507,591,848,4,632,-8497,0,26,100034,4.0,835,1,You Are the Right One,Sports,
917,0.000779,0.34,207813,454,0.0188,9,337,-12279,0,0.0503,100089,5.0,0.39,1,Let Me Try,Kaleidoscope,
918,0.0476,723,418880,755,0.00147,10,469,-9381,1,0.0576,97195,4.0,573,1,Thinking of You,Lord Echo,
919,717,285,163213,512,0.0,7,0.0842,-8103,1,0.0334,94922,4.0,0.48,1,Just Say The Word,Jerry Townes,
